State / UT Region,Department Code,Service Descriptor,Submission Date,Total Recorded Transactions,Reported Latency (Days)
Uttarakhand,PDS,DigiLocker Pull,2025-09-21,4155,5.0
Maharashtra,PDS,Driving License (Sarathi),2025-12-10,4016,0.3
Karnataka,Identity,DigiLocker Pull,2025-08-09,6394,1.4
Karnataka,General Administration,Driving License (Sarathi),2025-12-03,4512,5.8
Odisha,General Administration,Ration Subsidies,2025-09-04,4761,0.0
Puducherry,Transport,Caste Certificate,2025-09-15,4417,6.3
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-11-29,7159,0.4
Uttarakhand,Revenue,Caste Certificate,2025-12-06,4396,8.2
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-11-15,4578,14.8
Puducherry,Identity,Ration Subsidies,2025-09-20,7462,0.2
Uttarakhand,Revenue,Ration Subsidies,2025-08-11,2575,8.2
Odisha,Transport,Vehicle Registration (Vahan),2025-11-02,5354,6.0
Puducherry,PDS,Caste Certificate,2025-12-06,3468,1.5
Odisha,Revenue,Caste Certificate,2025-11-14,4568,8.9
NCT of Delhi,PDS,Ration Subsidies,2025-08-16,8576,8.2
Puducherry,Revenue,Vehicle Registration (Vahan),2025-12-14,5081,14.1
Puducherry,Revenue,DigiLocker Pull,2025-12-26,3196,4.3
Karnataka,Identity,DigiLocker Pull,2025-10-19,5968,0.3
Karnataka,Identity,Driving License (Sarathi),2025-07-01,5300,13.4
Maharashtra,Transport,Driving License (Sarathi),2025-07-06,6770,
Delhi,PDS,DigiLocker Pull,2025-08-01,4307,12.0
Maharashtra,Transport,Vehicle Registration (Vahan),2025-07-04,4210,6.6
Karnataka,PDS,Vehicle Registration (Vahan),2025-09-01,7051,0.8
Karnataka,PDS,Caste Certificate,2025-12-23,4203,0.7
Uttarakhand,General Administration,Caste Certificate,2025-09-02,6500,20.3
Uttarakhand,Identity,Driving License (Sarathi),2025-10-30,8008,0.2
,Identity,Vehicle Registration (Vahan),2025-10-28,8028,8.9
Maharashtra,PDS,Driving License (Sarathi),2025-11-16,4071,2.6
Odisha,General Administration,Vehicle Registration (Vahan),2025-10-24,5729,2.7
Maharashtra,PDS,Driving License (Sarathi),2025-10-15,3854,2.9
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-12-04,4241,3.6
Uttaranchal,General Administration,Caste Certificate,2025-11-01,6420,0.8
Maharashtra,General Administration,Ration Subsidies,2025-07-01,5699,18.6
Puducherry,Revenue,DigiLocker Pull,2025-10-05,5014,1.1
Orissa,Transport,Driving License (Sarathi),2025-11-22,4360,34.3
Karnataka,Identity,DigiLocker Pull,2025-08-07,5202,
Karnataka,Transport,Caste Certificate,2025-08-18,2694,7.8
Karnataka,PDS,Driving License (Sarathi),2025-08-20,8022,31.9
Odisha,General Administration,Caste Certificate,2025-08-19,11349,4.1
Karnataka,PDS,Driving License (Sarathi),2025-09-25,6018,3.2
NCT of Delhi,Revenue,Driving License (Sarathi),2025-07-23,4296,13.8
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-07-17,3141,1.9
Karnataka,Identity,Caste Certificate,2025-07-27,3669,9.9
Karnataka,Identity,Caste Certificate,2025-12-29,4811,0.8
Odisha,Identity,Caste Certificate,2025-11-09,4207,
Puducherry,General Administration,Ration Subsidies,2025-10-04,2682,10.9
Maharashtra,Identity,Driving License (Sarathi),2025-11-11,5955,9.8
Maharashtra,General Administration,Caste Certificate,2025-10-30,5124,8.4
Uttarakhand,PDS,Driving License (Sarathi),2025-11-10,6541,5.8
Puducherry,Revenue,DigiLocker Pull,2025-12-22,3210,0.4
Puducherry,General Administration,Caste Certificate,2025-08-21,3345,3.9
Karnataka,General Administration,Driving License (Sarathi),2025-12-22,4695,0.3
Maharashtra,Identity,Driving License (Sarathi),2025-09-13,4460,
Odisha,Transport,Driving License (Sarathi),2025-08-05,6078,13.3
Uttarakhand,Transport,Caste Certificate,2025-09-06,3050,1.5
Maharashtra,General Administration,Driving License (Sarathi),2025-10-17,5197,7.7
Maharashtra,Transport,Caste Certificate,2025-07-16,3775,1.0
Puducherry,Identity,Driving License (Sarathi),2025-12-13,7251,3.7
Odisha,Transport,Ration Subsidies,2025-09-22,2193,3.7
Maharashtra,Revenue,Driving License (Sarathi),2025-11-02,4876,4.6
Odisha,General Administration,Caste Certificate,2025-12-20,4014,1.2
,Identity,Caste Certificate,2025-10-30,6511,6.3
Odisha,General Administration,Ration Subsidies,2025-12-11,3907,0.3
Odisha,PDS,Driving License (Sarathi),2025-07-03,8766,0.7
Odisha,Identity,Driving License (Sarathi),2025-07-15,4127,0.4
Karnataka,Transport,Driving License (Sarathi),2025-12-23,2471,1.4
Karnataka,General Administration,DigiLocker Pull,2025-07-06,4398,5.6
Karnataka,Identity,Ration Subsidies,2025-07-04,3907,8.0
Puducherry,PDS,Vehicle Registration (Vahan),2025-08-02,5672,0.0
Maharashtra,Identity,DigiLocker Pull,2025-08-05,6351,12.2
Delhi,Identity,Ration Subsidies,2025-10-17,4212,11.1
Uttarakhand,PDS,DigiLocker Pull,2025-09-05,4856,26.1
Delhi,Revenue,Vehicle Registration (Vahan),2025-12-27,3777,10.6
Puducherry,Revenue,Vehicle Registration (Vahan),2025-12-30,5706,3.2
Odisha,Revenue,DigiLocker Pull,2025-08-06,5514,1.3
Puducherry,Transport,DigiLocker Pull,2025-12-10,6414,0.2
Odisha,General Administration,Vehicle Registration (Vahan),2025-10-09,2925,10.4
Puducherry,Transport,Caste Certificate,2025-09-07,5694,1.6
Maharashtra,Transport,Driving License (Sarathi),2025-08-31,5713,11.5
Puducherry,PDS,Vehicle Registration (Vahan),2025-11-10,1412,7.6
Odisha,Transport,Caste Certificate,2025-09-18,3300,9.3
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-21,3574,5.7
Puducherry,Identity,Driving License (Sarathi),2025-07-15,2463,8.7
Maharashtra,PDS,DigiLocker Pull,2025-10-17,4639,2.1
Karnataka,Revenue,Ration Subsidies,2025-08-05,1324,9.1
Karnataka,Transport,Driving License (Sarathi),2025-09-22,5538,3.1
Maharashtra,PDS,DigiLocker Pull,2025-08-07,6029,1.1
Karnataka,Transport,DigiLocker Pull,2025-10-16,4055,5.5
Karnataka,General Administration,Ration Subsidies,2025-12-19,6190,2.1
Puducherry,Revenue,DigiLocker Pull,2025-07-05,6340,4.3
Odisha,Identity,Driving License (Sarathi),2025-09-04,3786,7.0
Delhi,Identity,Driving License (Sarathi),2025-08-27,7279,4.3
Puducherry,Revenue,Ration Subsidies,2025-08-26,3971,20.1
Puducherry,Identity,Caste Certificate,2025-08-29,4313,2.0
Maharashtra,Revenue,Caste Certificate,2025-11-07,6524,14.1
Karnataka,General Administration,DigiLocker Pull,2025-12-25,3205,4.1
Delhi,General Administration,Vehicle Registration (Vahan),2025-07-06,5289,0.1
Delhi,Identity,Driving License (Sarathi),2025-10-30,5240,7.4
Maharashtra,PDS,Vehicle Registration (Vahan),2025-09-05,3221,9.8
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-31,5051,6.2
Karnataka,Identity,Ration Subsidies,2025-07-01,5680,0.4
Odisha,Identity,DigiLocker Pull,2025-10-23,2293,7.7
Puducherry,Transport,Driving License (Sarathi),2025-08-01,5766,15.3
Puducherry,General Administration,Driving License (Sarathi),2025-12-27,4008,3.6
Karnataka,Identity,Ration Subsidies,2025-07-29,4186,1.6
Maharashtra,Revenue,Ration Subsidies,2025-08-20,5257,6.5
NCT of Delhi,Transport,DigiLocker Pull,2025-11-28,3923,7.2
Uttarakhand,Transport,Driving License (Sarathi),2025-12-07,5919,1.8
Karnataka,PDS,DigiLocker Pull,2025-07-04,9666,8.8
Delhi,General Administration,DigiLocker Pull,2025-09-13,4751,0.2
Puducherry,General Administration,DigiLocker Pull,2025-11-30,2159,10.5
Uttarakhand,Identity,Ration Subsidies,2025-10-12,5709,0.2
Puducherry,Transport,Driving License (Sarathi),2025-11-29,3096,4.5
Karnataka,Revenue,Caste Certificate,2025-10-02,6363,16.3
Karnataka,General Administration,DigiLocker Pull,2025-08-19,5811,9.4
Maharashtra,Revenue,Driving License (Sarathi),2025-08-29,6658,43.5
Puducherry,PDS,Driving License (Sarathi),2025-11-05,2617,6.8
Uttarakhand,PDS,Driving License (Sarathi),2025-07-28,6083,12.4
Odisha,Revenue,Ration Subsidies,2025-09-11,3322,7.3
Odisha,Revenue,Driving License (Sarathi),2025-11-06,5806,12.4
Maharashtra,Identity,Caste Certificate,2025-10-13,6749,7.1
Uttarakhand,Transport,Caste Certificate,2025-10-29,3582,7.6
Puducherry,Transport,Vehicle Registration (Vahan),2025-07-10,4372,6.6
Delhi,PDS,Vehicle Registration (Vahan),2025-11-29,4153,7.6
Karnataka,General Administration,Driving License (Sarathi),2025-12-12,4439,8.0
Maharashtra,General Administration,Caste Certificate,2025-08-23,5037,2.0
Puducherry,Identity,Ration Subsidies,2025-10-04,3588,1.5
Uttarakhand,General Administration,Ration Subsidies,2025-08-25,3352,0.4
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-12-21,4427,5.7
Maharashtra,PDS,Caste Certificate,2025-07-19,1970,2.8
Maharashtra,Transport,DigiLocker Pull,2025-11-14,3260,2.4
Delhi,Identity,DigiLocker Pull,2025-09-16,5468,7.5
Odisha,PDS,DigiLocker Pull,2025-11-24,7252,1.4
Uttarakhand,Transport,Ration Subsidies,2025-09-14,4022,6.7
Uttarakhand,Identity,Driving License (Sarathi),2025-07-25,7053,
Puducherry,Identity,Driving License (Sarathi),2025-07-14,5982,7.6
Puducherry,Revenue,Caste Certificate,2025-11-05,4393,1.4
Maharashtra,General Administration,DigiLocker Pull,2025-07-13,7213,0.0
Karnataka,General Administration,Ration Subsidies,2025-11-27,3954,22.0
Puducherry,Transport,Caste Certificate,2025-09-11,3699,9.1
Uttarakhand,General Administration,Caste Certificate,2025-10-05,4806,3.8
Delhi,General Administration,Caste Certificate,2025-07-03,4309,0.6
Maharashtra,PDS,DigiLocker Pull,2025-11-01,6637,14.6
Orissa,Transport,DigiLocker Pull,2025-11-24,4730,
,Transport,DigiLocker Pull,2025-12-14,3791,4.8
Karnataka,General Administration,Caste Certificate,2025-11-21,6363,3.2
Delhi,General Administration,Ration Subsidies,2025-12-11,8646,15.6
Karnataka,General Administration,Vehicle Registration (Vahan),2025-07-22,6840,21.5
Karnataka,Identity,Vehicle Registration (Vahan),2025-09-30,2852,3.4
Uttarakhand,General Administration,Driving License (Sarathi),2025-12-18,4346,4.9
Odisha,Identity,Ration Subsidies,2025-08-17,4420,3.9
Karnataka,General Administration,DigiLocker Pull,2025-09-06,5081,10.1
Maharashtra,General Administration,DigiLocker Pull,2025-07-30,5286,1.2
Uttarakhand,Transport,Ration Subsidies,2025-09-10,3687,1.8
Maharashtra,PDS,Ration Subsidies,2025-11-06,6454,1.3
Uttarakhand,PDS,Caste Certificate,2025-10-06,3658,0.5
Maharashtra,Transport,Caste Certificate,2025-08-27,5865,7.5
Maharashtra,Transport,DigiLocker Pull,2025-08-26,5213,4.9
Uttaranchal,Identity,Vehicle Registration (Vahan),2025-08-30,2957,14.1
Maharashtra,PDS,Vehicle Registration (Vahan),2025-08-01,5291,0.2
Orissa,Revenue,DigiLocker Pull,2025-07-11,7883,5.4
Odisha,Identity,Ration Subsidies,2025-08-27,4382,2.8
Karnataka,Revenue,Driving License (Sarathi),2025-12-04,3786,4.6
Karnataka,Revenue,DigiLocker Pull,2025-09-24,3756,3.0
Karnataka,Transport,Driving License (Sarathi),2025-11-27,3724,
Delhi,PDS,Vehicle Registration (Vahan),2025-08-19,5348,0.3
Orissa,PDS,Ration Subsidies,2025-11-27,3670,17.2
Odisha,General Administration,Driving License (Sarathi),2025-09-29,2647,2.2
Maharashtra,Identity,Caste Certificate,2025-08-25,4978,1.8
Karnataka,Identity,DigiLocker Pull,2025-09-29,5034,0.7
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-27,8374,5.2
Maharashtra,PDS,Driving License (Sarathi),2025-09-20,5572,25.3
Puducherry,Transport,Caste Certificate,2025-08-30,5608,6.2
Maharashtra,Identity,Driving License (Sarathi),2025-09-05,2519,3.8
Maharashtra,General Administration,Driving License (Sarathi),2025-10-22,3457,3.9
Uttarakhand,Transport,Ration Subsidies,2025-11-17,4221,1.4
Maharashtra,Transport,Ration Subsidies,2025-07-18,2359,14.8
Karnataka,Identity,Ration Subsidies,2025-12-21,7267,3.1
Uttarakhand,PDS,Driving License (Sarathi),2025-11-03,5539,3.5
Puducherry,Identity,Caste Certificate,2025-12-24,8150,0.6
Orissa,General Administration,DigiLocker Pull,2025-09-02,4515,4.4
Puducherry,PDS,Ration Subsidies,2025-08-04,5258,3.2
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-12-30,6204,5.9
Delhi,Identity,Caste Certificate,2025-10-27,3994,1.6
Maharashtra,PDS,Caste Certificate,2025-11-05,9520,0.8
Puducherry,Identity,Ration Subsidies,2025-10-18,3950,0.9
Maharashtra,Transport,DigiLocker Pull,2025-11-16,3812,1.6
Maharashtra,Transport,Ration Subsidies,2025-07-12,7697,2.5
Karnataka,PDS,Driving License (Sarathi),2025-10-18,4101,0.9
Delhi,PDS,DigiLocker Pull,2025-07-10,4370,6.5
Odisha,General Administration,DigiLocker Pull,2025-07-09,5003,3.1
Orissa,Identity,Driving License (Sarathi),2025-09-20,3542,0.5
Orissa,General Administration,Caste Certificate,2025-08-04,7339,6.3
Delhi,Identity,Ration Subsidies,2025-08-30,7137,3.8
Orissa,Revenue,DigiLocker Pull,2025-08-09,6239,1.6
Karnataka,General Administration,Ration Subsidies,2025-07-29,9889,0.2
Delhi,PDS,Ration Subsidies,2025-11-15,3952,3.4
Maharashtra,Transport,Ration Subsidies,2025-09-21,3774,0.2
Puducherry,Identity,Driving License (Sarathi),2025-07-11,3275,1.5
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-09-01,4732,0.9
Karnataka,Identity,Ration Subsidies,2025-11-21,6888,1.4
Delhi,General Administration,DigiLocker Pull,2025-10-05,4479,1.4
Delhi,PDS,DigiLocker Pull,2025-10-04,4848,9.2
Odisha,Revenue,Driving License (Sarathi),2025-09-29,7664,11.5
Delhi,General Administration,Vehicle Registration (Vahan),2025-12-05,6415,3.1
Delhi,Identity,DigiLocker Pull,2025-07-21,4349,2.1
Delhi,General Administration,Vehicle Registration (Vahan),2025-09-29,8155,4.2
Uttarakhand,Transport,DigiLocker Pull,2025-08-13,5646,7.8
Orissa,Identity,DigiLocker Pull,2025-10-16,3846,12.7
Maharashtra,General Administration,Caste Certificate,2025-12-07,5276,7.9
Delhi,Transport,Vehicle Registration (Vahan),2025-12-02,2984,6.6
Maharashtra,Revenue,Caste Certificate,2025-08-02,7566,4.5
Maharashtra,PDS,Driving License (Sarathi),2025-12-10,7232,0.2
Karnataka,Revenue,Driving License (Sarathi),2025-07-29,3509,10.0
Odisha,General Administration,Driving License (Sarathi),2025-08-27,3621,1.3
Uttarakhand,General Administration,Driving License (Sarathi),2025-09-26,4013,4.0
Karnataka,Revenue,Caste Certificate,2025-07-23,4021,9.0
Odisha,Revenue,Vehicle Registration (Vahan),2025-10-02,3996,1.1
Uttaranchal,Identity,Vehicle Registration (Vahan),2025-11-06,5424,4.7
Puducherry,Identity,Vehicle Registration (Vahan),2025-08-24,6700,1.3
Odisha,PDS,Vehicle Registration (Vahan),2025-12-05,7496,8.1
Delhi,Revenue,Vehicle Registration (Vahan),2025-09-25,2596,10.6
Uttarakhand,Transport,Ration Subsidies,2025-07-05,3913,10.9
Karnataka,Revenue,Caste Certificate,2025-11-05,5439,1.1
Delhi,Revenue,DigiLocker Pull,2025-11-30,3638,1.3
Delhi,Revenue,Ration Subsidies,2025-07-14,5463,5.9
Maharashtra,General Administration,Ration Subsidies,2025-09-05,7041,7.8
Maharashtra,Revenue,Driving License (Sarathi),2025-12-04,6176,4.7
Karnataka,Revenue,Ration Subsidies,2025-07-22,6441,25.8
Maharashtra,General Administration,DigiLocker Pull,2025-07-02,4028,11.8
Maharashtra,PDS,Driving License (Sarathi),2025-11-30,4062,1.8
Karnataka,General Administration,Vehicle Registration (Vahan),2025-10-14,6890,17.5
Odisha,PDS,Vehicle Registration (Vahan),2025-09-13,8176,1.3
Delhi,Transport,Driving License (Sarathi),2025-07-11,4180,16.3
Maharashtra,Identity,Ration Subsidies,2025-08-18,5811,2.4
Puducherry,General Administration,DigiLocker Pull,2025-09-27,9187,2.5
Maharashtra,Identity,Caste Certificate,2025-09-03,4030,23.6
Maharashtra,Identity,Caste Certificate,2025-09-20,6143,1.8
Odisha,PDS,DigiLocker Pull,2025-12-11,4532,0.3
Maharashtra,PDS,Ration Subsidies,2025-12-03,5147,5.2
Maharashtra,Transport,DigiLocker Pull,2025-12-20,5120,5.2
Delhi,Transport,Driving License (Sarathi),2025-12-19,4695,5.1
Delhi,Identity,Driving License (Sarathi),2025-07-04,3980,0.2
Orissa,Identity,Ration Subsidies,2025-09-18,5430,27.6
Odisha,General Administration,DigiLocker Pull,2025-10-02,3887,0.7
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-08-18,3555,1.7
Delhi,Transport,Caste Certificate,2025-11-22,3785,0.9
Maharashtra,PDS,Caste Certificate,2025-07-26,4412,0.8
Odisha,Revenue,Ration Subsidies,2025-11-29,4189,16.7
Puducherry,General Administration,Ration Subsidies,2025-10-21,3228,18.7
Karnataka,General Administration,DigiLocker Pull,2025-12-17,6220,
Karnataka,Transport,Caste Certificate,2025-11-29,3951,1.9
Uttarakhand,Identity,Ration Subsidies,2025-08-27,7991,4.0
Maharashtra,General Administration,Ration Subsidies,2025-09-21,4315,6.9
Odisha,PDS,Ration Subsidies,2025-12-16,3271,1.6
Uttaranchal,Revenue,DigiLocker Pull,2025-10-17,5377,0.1
Karnataka,Revenue,Driving License (Sarathi),2025-12-25,6053,0.6
Karnataka,PDS,Driving License (Sarathi),2025-11-27,8898,0.2
Maharashtra,Transport,Driving License (Sarathi),2025-11-04,2623,1.5
Orissa,Identity,Vehicle Registration (Vahan),2025-11-17,4907,3.5
Delhi,General Administration,Driving License (Sarathi),2025-07-21,7195,14.4
Maharashtra,PDS,Vehicle Registration (Vahan),2025-09-08,4861,5.8
Karnataka,General Administration,Ration Subsidies,2025-07-28,4095,16.5
Karnataka,Transport,Vehicle Registration (Vahan),2025-08-13,4610,12.6
Maharashtra,PDS,Driving License (Sarathi),2025-12-26,5981,10.6
Puducherry,Transport,Vehicle Registration (Vahan),2025-09-16,5532,9.4
Karnataka,PDS,Caste Certificate,2025-11-14,4274,0.7
Delhi,PDS,Vehicle Registration (Vahan),2025-09-08,5955,31.6
Odisha,General Administration,Driving License (Sarathi),2025-12-12,6646,5.1
Delhi,General Administration,Driving License (Sarathi),2025-11-28,5815,5.5
Delhi,General Administration,DigiLocker Pull,2025-11-30,1872,9.0
Delhi,PDS,DigiLocker Pull,2025-12-24,2690,3.3
Delhi,General Administration,Ration Subsidies,2025-07-17,6468,
Delhi,PDS,Caste Certificate,2025-07-27,2554,3.5
Delhi,PDS,DigiLocker Pull,2025-07-06,2501,4.1
Puducherry,Identity,Driving License (Sarathi),2025-10-15,5950,18.0
Odisha,General Administration,DigiLocker Pull,2025-07-22,5749,20.2
Maharashtra,Transport,DigiLocker Pull,2025-08-18,6054,0.2
Maharashtra,Revenue,Driving License (Sarathi),2025-07-27,6418,0.1
Puducherry,General Administration,DigiLocker Pull,2025-11-06,4628,2.1
Odisha,PDS,DigiLocker Pull,2025-09-07,3609,4.2
Puducherry,General Administration,Driving License (Sarathi),2025-10-21,4857,1.5
Puducherry,PDS,Vehicle Registration (Vahan),2025-12-19,5660,3.9
Uttarakhand,Identity,Caste Certificate,2025-10-27,3973,3.1
Uttarakhand,Transport,Caste Certificate,2025-07-18,4337,0.7
Delhi,Transport,Driving License (Sarathi),2025-09-27,4696,3.5
Delhi,Identity,Ration Subsidies,2025-08-05,5848,0.8
Karnataka,PDS,Ration Subsidies,2025-10-01,3251,3.6
Puducherry,Identity,Driving License (Sarathi),2025-07-10,4458,4.3
Maharashtra,Identity,Driving License (Sarathi),2025-10-19,4636,3.9
Karnataka,Revenue,Ration Subsidies,2025-11-23,4194,5.2
Delhi,General Administration,Ration Subsidies,2025-11-12,5354,1.9
Karnataka,Identity,Caste Certificate,2025-08-31,7123,14.5
Delhi,Transport,DigiLocker Pull,2025-08-24,7430,3.2
Maharashtra,Transport,Driving License (Sarathi),2025-07-03,8119,14.0
Maharashtra,PDS,DigiLocker Pull,2025-09-22,2294,10.9
Maharashtra,Transport,Vehicle Registration (Vahan),2025-09-14,5515,24.5
Delhi,Revenue,Ration Subsidies,2025-12-24,6412,0.3
Odisha,Identity,Vehicle Registration (Vahan),2025-08-28,7273,1.6
Karnataka,PDS,Caste Certificate,2025-11-11,3916,9.7
Delhi,Revenue,Vehicle Registration (Vahan),2025-12-12,4296,1.9
Karnataka,General Administration,Driving License (Sarathi),2025-11-07,3325,5.8
Delhi,Identity,Ration Subsidies,2025-08-02,3601,7.2
Maharashtra,PDS,Driving License (Sarathi),2025-07-16,7452,1.3
Maharashtra,PDS,DigiLocker Pull,2025-07-20,3598,1.3
Odisha,Identity,Caste Certificate,2025-11-01,3661,5.6
Maharashtra,Transport,Driving License (Sarathi),2025-10-22,4254,5.2
Orissa,Identity,Ration Subsidies,2025-07-02,5794,
Odisha,PDS,DigiLocker Pull,2025-10-12,4720,8.3
Puducherry,PDS,Driving License (Sarathi),2025-07-12,5213,1.3
Maharashtra,PDS,Driving License (Sarathi),2025-08-26,5625,15.6
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-08-01,5569,5.4
Delhi,Identity,Caste Certificate,2025-11-05,5680,38.9
Karnataka,PDS,Driving License (Sarathi),2025-09-30,6151,4.5
Karnataka,Transport,Driving License (Sarathi),2025-10-14,6943,1.8
Karnataka,PDS,Ration Subsidies,2025-08-10,4584,0.1
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-09-27,3272,0.0
Maharashtra,PDS,Vehicle Registration (Vahan),2025-09-07,5090,1.7
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-12-27,8797,2.1
Puducherry,Transport,Caste Certificate,2025-10-28,7821,4.2
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-11-28,5509,24.8
Puducherry,Revenue,Driving License (Sarathi),2025-11-13,4055,6.1
Orissa,Transport,DigiLocker Pull,2025-08-06,2410,1.1
Karnataka,PDS,Caste Certificate,2025-09-15,5132,2.0
Puducherry,PDS,Ration Subsidies,2025-12-29,4288,3.0
Delhi,PDS,Driving License (Sarathi),2025-08-13,3928,2.5
Odisha,PDS,Driving License (Sarathi),2025-08-01,3846,9.8
Karnataka,Transport,DigiLocker Pull,2025-12-28,4106,6.8
Karnataka,Identity,DigiLocker Pull,2025-07-29,8582,7.0
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-12-13,6499,14.3
